id,character,bucket
1490,咧,一级字表
1491,昭,一级字表
1492,畏,一级字表
1493,趴,一级字表
1494,胃,一级字表
1495,贵,一级字表
1496,界,一级字表
1687,恍,一级字表
1688,恬,一级字表
1689,恤,一级字表
1690,恰,一级字表
1691,恼,一级字表
1692,恨,一级字表
1693,举,一级字表
1694,觉,一级字表
1695,宣,一级字表
1696,宦,一级字表
1697,室,一级字表
1698,宫,一级字表
1699,宪,一级字表
1700,突,一级字表
1701,穿,一级字表
1702,窃,一级字表
1703,客,一级字表
1704,诫,一级字表
1705,冠,一级字表
1706,诬,一级字表
1707,语,一级字表
1708,扁,一级字表
1709,袄,一级字表
1710,祖,一级字表
1711,神,一级字表
1712,祝,一级字表
1713,祠,一级字表
1714,误,一级字表
1715,诱,一级字表
1716,诲,一级字表
1717,说,一级字表
1718,诵,一级字表
1719,垦,一级字表
1720,退,一级字表
1721,既,一级字表
1722,屋,一级字表
1723,昼,一级字表
1724,屏,一级字表
1915,啊,一级字表
1916,唉,一级字表
1917,唆,一级字表
1918,罢,一级字表
1919,峭,一级字表
1920,峨,一级字表
1921,峰,一级字表
1922,圆,一级字表
1923,峻,一级字表
1924,贼,一级字表
1925,贿,一级字表
1926,赂,一级字表
1927,赃,一级字表
1928,钱,一级字表
1929,钳,一级字表
1930,钻,一级字表
1931,钾,一级字表
1932,铁,一级字表
1933,铃,一级字表
1934,铅,一级字表
1935,缺,一级字表
1936,氧,一级字表
1937,氨,一级字表
1938,特,一级字表
1939,牺,一级字表
1940,造,一级字表
1941,乘,一级字表
1942,敌,一级字表
1943,秤,一级字表
1944,租,一级字表
1945,积,一级字表
1946,秧,一级字表
1947,秩,一级字表
1948,称,一级字表
1949,秘,一级字表
1950,透,一级字表
1951,笔,一级字表
1952,笑,一级字表
2143,娥,一级字表
2144,娘,一级字表
2145,通,一级字表
2146,能,一级字表
2147,难,一级字表
2148,预,一级字表
2149,桑,一级字表
2150,绢,一级字表
2151,绣,一级字表
2152,验,一级字表
2153,继,一级字表
2154,骏,一级字表
2155,球,一级字表
2156,琐,一级字表
2157,理,一级字表
2158,琉,一级字表
2159,琅,一级字表
2160,捧,一级字表
2161,堵,一级字表
2162,措,一级字表
2163,描,一级字表
2164,域,一级字表
2165,捺,一级字表
2166,掩,一级字表
2167,捷,一级字表
2168,排,一级字表
2169,焉,一级字表
2170,掉,一级字表
2171,捶,一级字表
2172,赦,一级字表
2173,堆,一级字表
2174,推,一级字表
2175,埠,一级字表
2176,掀,一级字表
2177,授,一级字表
2178,捻,一级字表
2179,教,一级字表
2180,掏,一级字表
2371,祭,一级字表
2372,馅,一级字表
2373,馆,一级字表
2374,凑,一级字表
2375,减,一级字表
2376,毫,一级字表
2377,烹,一级字表
2378,庶,一级字表
2379,麻,一级字表
2380,庵,一级字表
2381,痊,一级字表
2382,痒,一级字表
2383,痕,一级字表
2384,廊,一级字表
2385,康,一级字表
2386,庸,一级字表
2387,鹿,一级字表
2388,盗,一级字表
2389,章,一级字表
2390,竟,一级字表
2391,商,一级字表
2392,族,一级字表
2393,旋,一级字表
2394,望,一级字表
2395,率,一级字表
2396,阎,一级字表
2397,阐,一级字表
2398,着,一级字表
2399,羚,一级字表
2400,盖,一级字表
2401,眷,一级字表
2402,粘,一级字表
2403,粗,一级字表
2404,粒,一级字表
2405,断,一级字表
2406,剪,一级字表
2407,兽,一级字表
2408,焊,一级字表
2599,暂,一级字表
2600,雅,一级字表
2601,翘,一级字表
2602,辈,一级字表
2603,悲,一级字表
2604,紫,一级字表
2605,凿,一级字表
2606,辉,一级字表
2607,敞,一级字表
2608,棠,一级字表
2609,赏,一级字表
2610,掌,一级字表
2611,晴,一级字表
2612,睐,一级字表
2613,暑,一级字表
2614,最,一级字表
2615,晰,一级字表
2616,量,一级字表
2617,鼎,一级字表
2618,喷,一级字表
2619,喳,一级字表
2620,晶,一级字表
2621,喇,一级字表
2622,遇,一级字表
2623,喊,一级字表
2624,遏,一级字表
2625,晾,一级字表
2626,景,一级字表
2627,畴,一级字表
2628,践,一级字表
2629,跋,一级字表
2630,跌,一级字表
2631,跑,一级字表
2632,跛,一级字表
2633,遗,一级字表
2634,蛙,一级字表
2635,蛛,一级字表
2636,蜓,一级字表
2827,瑞,一级字表
2828,瑰,一级字表
2829,瑙,一级字表
2830,魂,一级字表
2831,肆,一级字表
2832,摄,一级字表
2833,摸,一级字表
2834,填,一级字表
2835,搏,一级字表
2836,塌,一级字表
2837,鼓,一级字表
2838,摆,一级字表
2839,携,一级字表
2840,搬,一级字表
2841,摇,一级字表
2842,搞,一级字表
2843,塘,一级字表
2844,摊,一级字表
2845,聘,一级字表
2846,斟,一级字表
2847,蒜,一级字表
2848,勤,一级字表
2849,靴,一级字表
2850,靶,一级字表
2851,鹊,一级字表
2852,蓝,一级字表
2853,墓,一级字表
2854,幕,一级字表
2855,蓬,一级字表
2856,蓄,一级字表
2857,蒲,一级字表
2858,蓉,一级字表
2859,蒙,一级字表
2860,蒸,一级字表
2861,献,一级字表
2862,椿,一级字表
2863,禁,一级字表
2864,楚,一级字表
3055,墟,一级字表
3056,嘉,一级字表
3057,摧,一级字表
3058,赫,一级字表
3059,截,一级字表
3060,誓,一级字表
3061,境,一级字表
3062,摘,一级字表
3063,摔,一级字表
3064,撇,一级字表
3065,聚,一级字表
3066,慕,一级字表
3067,暮,一级字表
3068,摹,一级字表
3069,蔓,一级字表
3070,蔑,一级字表
3071,蔡,一级字表
3072,蔗,一级字表
3073,蔽,一级字表
3074,蔼,一级字表
3075,熙,一级字表
3076,蔚,一级字表
3077,兢,一级字表
3078,模,一级字表
3079,槛,一级字表
3080,榴,一级字表
3081,榜,一级字表
3082,榨,一级字表
3083,榕,一级字表
3084,歌,一级字表
3085,遭,一级字表
3086,酵,一级字表
3087,酷,一级字表
3088,酿,一级字表
3089,酸,一级字表
3090,碟,一级字表
3091,碱,一级字表
3092,碳,一级字表
3283,瘫,一级字表
3284,凛,一级字表
3285,颜,一级字表
3286,毅,一级字表
3287,糊,一级字表
3288,遵,一级字表
3289,憋,一级字表
3290,潜,一级字表
3291,澎,一级字表
3292,潮,一级字表
3293,潭,一级字表
3294,鲨,一级字表
3295,澳,一级字表
3296,潘,一级字表
3297,澈,一级字表
3298,澜,一级字表
3299,澄,一级字表
3300,懂,一级字表
3301,憔,一级字表
3302,懊,一级字表
3303,憎,一级字表
3304,额,一级字表
3305,翩,一级字表
3306,褥,一级字表
3307,谴,一级字表
3308,鹤,一级字表
3309,憨,一级字表
3310,慰,一级字表
3311,劈,一级字表
3312,履,一级字表
3313,豫,一级字表
3314,缭,一级字表
3315,撼,一级字表
3316,擂,一级字表
3317,操,一级字表
3318,擅,一级字表
3319,燕,一级字表
3320,蕾,一级字表
3451,戳,一级字表
3452,孽,一级字表
3453,警,一级字表
3454,蘑,一级字表
3455,藻,一级字表
3456,攀,一级字表
3457,曝,一级字表
3458,蹲,一级字表
3459,蹭,一级字表
3460,蹬,一级字表
3461,巅,一级字表
3462,簸,一级字表
3463,簿,一级字表
3464,蟹,一级字表
3465,颤,一级字表
3466,靡,一级字表
3467,癣,一级字表
3468,瓣,一级字表
0137,斤,一级字表
0138,爪,一级字表
0139,反,一级字表
0140,介,一级字表
0141,父,一级字表
0142,从,一级字表
0143,仑,一级字表
0144,今,一级字表
0145,凶,一级字表
0146,分,一级字表
0147,乏,一级字表
0148,公,一级字表
0149,仓,一级字表
0150,月,一级字表
0151,氏,一级字表
0152,勿,一级字表
0153,欠,一级字表
0154,风,一级字表
0155,丹,一级字表
0156,匀,一级字表
0157,乌,一级字表
0158,勾,一级字表
0159,凤,一级字表
0160,六,一级字表
0161,文,一级字表
0162,亢,一级字表
0163,方,一级字表
0164,火,一级字表
0165,为,一级字表
0166,斗,一级字表
0167,忆,一级字表
0168,计,一级字表
0169,订,一级字表
0170,户,一级字表
0357,扣,一级字表
0358,考,一级字表
0359,托,一级字表
0360,老,一级字表
0361,巩,一级字表
0362,圾,一级字表
0363,执,一级字表
0364,扩,一级字表
0365,扫,一级字表
0366,地,一级字表
0367,场,一级字表
0368,扬,一级字表
0369,耳,一级字表
0370,芋,一级字表
0371,共,一级字表
0372,芒,一级字表
0373,亚,一级字表
0374,芝,一级字表
0375,朽,一级字表
0376,朴,一级字表
0377,机,一级字表
0378,权,一级字表
0379,过,一级字表
0380,臣,一级字表
0381,吏,一级字表
0382,再,一级字表
0383,协,一级字表
0384,西,一级字表
0385,压,一级字表
0386,厌,一级字表
0387,戌,一级字表
0388,在,一级字表
0389,百,一级字表
0390,有,一级字表
0391,存,一级字表
0392,而,一级字表
0393,页,一级字表
0394,匠,一级字表
0585,羽,一级字表
0586,观,一级字表
0587,欢,一级字表
0588,买,一级字表
0589,红,一级字表
0590,驮,一级字表
0591,纤,一级字表
0592,驯,一级字表
0593,约,一级字表
0594,级,一级字表
0595,纪,一级字表
0596,驰,一级字表
0597,纫,一级字表
0598,巡,一级字表
0599,寿,一级字表
0600,弄,一级字表
0601,麦,一级字表
0602,玖,一级字表
0603,玛,一级字表
0604,形,一级字表
0605,进,一级字表
0606,戒,一级字表
0607,吞,一级字表
0608,远,一级字表
0609,违,一级字表
0610,韧,一级字表
0611,运,一级字表
0612,扶,一级字表
0613,抚,一级字表
0614,坛,一级字表
0615,技,一级字表
0616,坏,一级字表
0617,抠,一级字表
0618,扰,一级字表
0619,扼,一级字表
0620,拒,一级字表
0621,找,一级字表
0622,批,一级字表
0813,狈,一级字表
0814,角,一级字表
0815,删,一级字表
0816,条,一级字表
0817,彤,一级字表
0818,卵,一级字表
0819,灸,一级字表
0820,岛,一级字表
0821,刨,一级字表
0822,迎,一级字表
0823,饭,一级字表
0824,饮,一级字表
0825,系,一级字表
0826,言,一级字表
0827,冻,一级字表
0828,状,一级字表
0829,亩,一级字表
0830,况,一级字表
0831,床,一级字表
0832,库,一级字表
0833,庇,一级字表
0834,疗,一级字表
0835,吝,一级字表
0836,应,一级字表
0837,这,一级字表
0838,冷,一级字表
0839,庐,一级字表
0840,序,一级字表
0841,辛,一级字表
0842,弃,一级字表
0843,冶,一级字表
0844,忘,一级字表
0845,闰,一级字表
0846,闲,一级字表
0847,间,一级字表
0848,闷,一级字表
0849,判,一级字表
0850,兑,一级字表
1041,雨,一级字表
1042,卖,一级字表
1043,郁,一级字表
1044,矾,一级字表
1045,矿,一级字表
1046,码,一级字表
1047,厕,一级字表
1048,奈,一级字表
1049,奔,一级字表
1050,奇,一级字表
1051,奋,一级字表
1052,态,一级字表
1053,欧,一级字表
1054,殴,一级字表
1055,垄,一级字表
1056,妻,一级字表
1057,轰,一级字表
1058,顷,一级字表
1059,转,一级字表
1060,斩,一级字表
1061,轮,一级字表
1062,软,一级字表
1063,到,一级字表
1064,非,一级字表
1065,叔,一级字表
1066,歧,一级字表
1067,肯,一级字表
1068,齿,一级字表
1069,些,一级字表
1070,卓,一级字表
1071,虎,一级字表
1072,虏,一级字表
1073,肾,一级字表
1074,贤,一级字表
1075,尚,一级字表
1076,旺,一级字表
1077,具,一级字表
1078,味,一级字表
1269,怕,一级字表
1270,怜,一级字表
1271,怪,一级字表
1272,怡,一级字表
1273,学,一级字表
1274,宝,一级字表
1275,宗,一级字表
1276,定,一级字表
1277,宠,一级字表
1278,宜,一级字表
1279,审,一级字表
1280,宙,一级字表
1281,官,一级字表
1282,空,一级字表
1283,帘,一级字表
1284,宛,一级字表
1285,实,一级字表
1286,试,一级字表
1287,郎,一级字表
1288,诗,一级字表
1289,肩,一级字表
1290,房,一级字表
1291,诚,一级字表
1292,衬,一级字表
1293,衫,一级字表
1294,视,一级字表
1295,祈,一级字表
1296,话,一级字表
1297,诞,一级字表
1298,诡,一级字表
1299,询,一级字表
1300,该,一级字表
1301,详,一级字表
1302,建,一级字表
1303,肃,一级字表
1304,录,一级字表
1305,隶,一级字表
1306,帚,一级字表
1497,虹,一级字表
1498,虾,一级字表
1499,蚁,一级字表
1500,思,一级字表
1501,蚂,一级字表
1502,虽,一级字表
1503,品,一级字表
1504,咽,一级字表
1505,骂,一级字表
1506,勋,一级字表
1507,哗,一级字表
1508,咱,一级字表
1509,响,一级字表
1510,哈,一级字表
1511,哆,一级字表
1512,咬,一级字表
1513,咳,一级字表
1514,咪,一级字表
1515,哪,一级字表
1516,哟,一级字表
1517,炭,一级字表
1518,峡,一级字表
1519,罚,一级字表
1520,贱,一级字表
1521,贴,一级字表
1522,贻,一级字表
1523,骨,一级字表
1524,幽,一级字表
1525,钙,一级字表
1526,钝,一级字表
1527,钞,一级字表
1528,钟,一级字表
1529,钢,一级字表
1530,钠,一级字表
1531,钥,一级字表
1532,钦,一级字表
1533,钧,一级字表
1534,钩,一级字表
1725,屎,一级字表
1726,费,一级字表
1727,陡,一级字表
1728,逊,一级字表
1729,眉,一级字表
1730,孩,一级字表
1731,陨,一级字表
1732,除,一级字表
1733,险,一级字表
1734,院,一级字表
1735,娃,一级字表
1736,姥,一级字表
1737,姨,一级字表
1738,姻,一级字表
1739,娇,一级字表
1740,姚,一级字表
1741,娜,一级字表
1742,怒,一级字表
1743,架,一级字表
1744,贺,一级字表
1745,盈,一级字表
1746,勇,一级字表
1747,怠,一级字表
1748,癸,一级字表
1749,蚤,一级字表
1750,柔,一级字表
1751,垒,一级字表
1752,绑,一级字表
1753,绒,一级字表
1754,结,一级字表
1755,绕,一级字表
1756,骄,一级字表
1757,绘,一级字表
1758,给,一级字表
1759,绚,一级字表
1760,骆,一级字表
1761,络,一级字表
1762,绝,一级字表
1953,笋,一级字表
1954,债,一级字表
1955,借,一级字表
1956,值,一级字表
1957,倚,一级字表
1958,俺,一级字表
1959,倾,一级字表
1960,倒,一级字表
1961,倘,一级字表
1962,俱,一级字表
1963,倡,一级字表
1964,候,一级字表
1965,赁,一级字表
1966,俯,一级字表
1967,倍,一级字表
1968,倦,一级字表
1969,健,一级字表
1970,臭,一级字表
1971,射,一级字表
1972,躬,一级字表
1973,息,一级字表
1974,倔,一级字表
1975,徒,一级字表
1976,徐,一级字表
1977,殷,一级字表
1978,舰,一级字表
1979,舱,一级字表
1980,般,一级字表
1981,航,一级字表
1982,途,一级字表
1983,拿,一级字表
1984,耸,一级字表
1985,爹,一级字表
1986,舀,一级字表
1987,爱,一级字表
1988,豺,一级字表
1989,豹,一级字表
1990,颁,一级字表
2181,掐,一级字表
2182,掠,一级字表
2183,掂,一级字表
2184,培,一级字表
2185,接,一级字表
2186,掷,一级字表
2187,控,一级字表
2188,探,一级字表
2189,据,一级字表
2190,掘,一级字表
2191,掺,一级字表
2192,职,一级字表
2193,基,一级字表
2194,聆,一级字表
2195,勘,一级字表
2196,聊,一级字表
2197,娶,一级字表
2198,著,一级字表
2199,菱,一级字表
2200,勒,一级字表
2201,黄,一级字表
2202,菲,一级字表
2203,萌,一级字表
2204,萝,一级字表
2205,菌,一级字表
2206,萎,一级字表
2207,菜,一级字表
2208,萄,一级字表
2209,菊,一级字表
2210,菩,一级字表
2211,萍,一级字表
2212,菠,一级字表
2213,萤,一级字表
2214,营,一级字表
2215,乾,一级字表
2216,萧,一级字表
2217,萨,一级字表
2218,菇,一级字表
2409,焕,一级字表
2410,清,一级字表
2411,添,一级字表
2412,鸿,一级字表
2413,淋,一级字表
2414,涯,一级字表
2415,淹,一级字表
2416,渠,一级字表
2417,渐,一级字表
2418,淑,一级字表
2419,淌,一级字表
2420,混,一级字表
2421,淮,一级字表
2422,淆,一级字表
2423,渊,一级字表
2424,淫,一级字表
2425,渔,一级字表
2426,淘,一级字表
2427,淳,一级字表
2428,液,一级字表
2429,淤,一级字表
2430,淡,一级字表
2431,淀,一级字表
2432,深,一级字表
2433,涮,一级字表
2434,涵,一级字表
2435,婆,一级字表
2436,梁,一级字表
2437,渗,一级字表
2438,情,一级字表
2439,惜,一级字表
2440,惭,一级字表
2441,悼,一级字表
2442,惧,一级字表
2443,惕,一级字表
2444,惟,一级字表
2445,惊,一级字表
2446,惦,一级字表
2637,蜒,一级字表
2638,蛤,一级字表
2639,喝,一级字表
2640,鹃,一级字表
2641,喂,一级字表
2642,喘,一级字表
2643,喉,一级字表
2644,喻,一级字表
2645,啼,一级字表
2646,喧,一级字表
2647,嵌,一级字表
2648,幅,一级字表
2649,帽,一级字表
2650,赋,一级字表
2651,赌,一级字表
2652,赎,一级字表
2653,赐,一级字表
2654,赔,一级字表
2655,黑,一级字表
2656,铸,一级字表
2657,铺,一级字表
2658,链,一级字表
2659,销,一级字表
2660,锁,一级字表
2661,锄,一级字表
2662,锅,一级字表
2663,锈,一级字表
2664,锋,一级字表
2665,锌,一级字表
2666,锐,一级字表
2667,甥,一级字表
2668,掰,一级字表
2669,短,一级字表
2670,智,一级字表
2671,氮,一级字表
2672,毯,一级字表
2673,氯,一级字表
2674,鹅,一级字表
2865,楷,一级字表
2866,榄,一级字表
2867,想,一级字表
2868,槐,一级字表
2869,榆,一级字表
2870,楼,一级字表
2871,概,一级字表
2872,赖,一级字表
2873,酪,一级字表
2874,酬,一级字表
2875,感,一级字表
2876,碍,一级字表
2877,碘,一级字表
2878,碑,一级字表
2879,碎,一级字表
2880,碰,一级字表
2881,碗,一级字表
2882,碌,一级字表
2883,尴,一级字表
2884,雷,一级字表
2885,零,一级字表
2886,雾,一级字表
2887,雹,一级字表
2888,辐,一级字表
2889,辑,一级字表
2890,输,一级字表
2891,督,一级字表
2892,频,一级字表
2893,龄,一级字表
2894,鉴,一级字表
2895,睛,一级字表
2896,睹,一级字表
2897,睦,一级字表
2898,瞄,一级字表
2899,睫,一级字表
2900,睡,一级字表
2901,睬,一级字表
2902,嗜,一级字表
3093,磁,一级字表
3094,愿,一级字表
3095,需,一级字表
3096,辖,一级字表
3097,辗,一级字表
3098,雌,一级字表
3099,裳,一级字表
3100,颗,一级字表
3101,瞅,一级字表
3102,墅,一级字表
3103,嗽,一级字表
3104,踊,一级字表
3105,蜻,一级字表
3106,蜡,一级字表
3107,蝇,一级字表
3108,蜘,一级字表
3109,蝉,一级字表
3110,嘛,一级字表
3111,嘀,一级字表
3112,赚,一级字表
3113,锹,一级字表
3114,锻,一级字表
3115,镀,一级字表
3116,舞,一级字表
3117,舔,一级字表
3118,稳,一级字表
3119,熏,一级字表
3120,箕,一级字表
3121,算,一级字表
3122,箩,一级字表
3123,管,一级字表
3124,箫,一级字表
3125,舆,一级字表
3126,僚,一级字表
3127,僧,一级字表
3128,鼻,一级字表
3129,魄,一级字表
3130,魅,一级字表
3321,薯,一级字表
3322,薛,一级字表
3323,薇,一级字表
3324,擎,一级字表
3325,薪,一级字表
3326,薄,一级字表
3327,颠,一级字表
3328,翰,一级字表
3329,噩,一级字表
3330,橱,一级字表
3331,橙,一级字表
3332,橘,一级字表
3333,整,一级字表
3334,融,一级字表
3335,瓢,一级字表
3336,醒,一级字表
3337,霍,一级字表
3338,霎,一级字表
3339,辙,一级字表
3340,冀,一级字表
3341,餐,一级字表
3342,嘴,一级字表
3343,踱,一级字表
3344,蹄,一级字表
3345,蹂,一级字表
3346,蟆,一级字表
3347,螃,一级字表
3348,器,一级字表
3349,噪,一级字表
3350,鹦,一级字表
3351,赠,一级字表
3352,默,一级字表
3353,黔,一级字表
3354,镜,一级字表
3355,赞,一级字表
3356,穆,一级字表
3357,篮,一级字表
3358,篡,一级字表
3469,羹,一级字表
3470,鳖,一级字表
3471,爆,一级字表
3472,疆,一级字表
3473,鬓,一级字表
3474,壤,一级字表
3475,馨,一级字表
3476,耀,一级字表
3477,躁,一级字表
3478,蠕,一级字表
3479,嚼,一级字表
3480,嚷,一级字表
3481,巍,一级字表
3482,籍,一级字表
3483,鳞,一级字表
3484,魔,一级字表
3485,糯,一级字表
3486,灌,一级字表
0171,认,一级字表
0172,冗,一级字表
0173,讥,一级字表
0174,心,一级字表
0175,尺,一级字表
0176,引,一级字表
0177,丑,一级字表
0178,巴,一级字表
0179,孔,一级字表
0180,队,一级字表
0181,办,一级字表
0182,以,一级字表
0183,允,一级字表
0184,予,一级字表
0185,邓,一级字表
0186,劝,一级字表
0187,双,一级字表
0188,书,一级字表
0189,幻,一级字表
0190,玉,一级字表
0191,刊,一级字表
0192,未,一级字表
0193,末,一级字表
0194,示,一级字表
0195,击,一级字表
0196,打,一级字表
0197,巧,一级字表
0198,正,一级字表
0199,扑,一级字表
0200,卉,一级字表
0201,扒,一级字表
0202,功,一级字表
0203,扔,一级字表
0204,去,一级字表
0395,夸,一级字表
0396,夺,一级字表
0397,灰,一级字表
0398,达,一级字表
0399,列,一级字表
0400,死,一级字表
0401,成,一级字表
0402,夹,一级字表
0403,夷,一级字表
0404,轨,一级字表
0405,邪,一级字表
0406,尧,一级字表
0407,划,一级字表
0408,迈,一级字表
0409,毕,一级字表
0410,至,一级字表
0411,此,一级字表
0412,贞,一级字表
0413,师,一级字表
0414,尘,一级字表
0415,尖,一级字表
0416,劣,一级字表
0417,光,一级字表
0418,当,一级字表
0419,早,一级字表
0420,吁,一级字表
0421,吐,一级字表
0422,吓,一级字表
0423,虫,一级字表
0424,曲,一级字表
0425,团,一级字表
0426,吕,一级字表
0427,同,一级字表
0428,吊,一级字表
0429,吃,一级字表
0430,因,一级字表
0431,吸,一级字表
0432,吗,一级字表
0623,址,一级字表
0624,扯,一级字表
0625,走,一级字表
0626,抄,一级字表
0627,贡,一级字表
0628,汞,一级字表
0629,坝,一级字表
0630,攻,一级字表
0631,赤,一级字表
0632,折,一级字表
0633,抓,一级字表
0634,扳,一级字表
0635,抡,一级字表
0636,扮,一级字表
0637,抢,一级字表
0638,孝,一级字表
0639,坎,一级字表
0640,均,一级字表
0641,抑,一级字表
0642,抛,一级字表
0643,投,一级字表
0644,坟,一级字表
0645,坑,一级字表
0646,抗,一级字表
0647,坊,一级字表
0648,抖,一级字表
0649,护,一级字表
0650,壳,一级字表
0651,志,一级字表
0652,块,一级字表
0653,扭,一级字表
0654,声,一级字表
0655,把,一级字表
0656,报,一级字表
0657,拟,一级字表
0658,却,一级字表
0659,抒,一级字表
0660,劫,一级字表
0851,灶,一级字表
0852,灿,一级字表
0853,灼,一级字表
0854,弟,一级字表
0855,汪,一级字表
0856,沐,一级字表
0857,沛,一级字表
0858,汰,一级字表
0859,沥,一级字表
0860,沙,一级字表
0861,汽,一级字表
0862,沃,一级字表
0863,沦,一级字表
0864,汹,一级字表
0865,泛,一级字表
0866,沧,一级字表
0867,没,一级字表
0868,沟,一级字表
0869,沪,一级字表
0870,沈,一级字表
0871,沉,一级字表
0872,沁,一级字表
0873,怀,一级字表
0874,忧,一级字表
0875,忱,一级字表
0876,快,一级字表
0877,完,一级字表
0878,宋,一级字表
0879,宏,一级字表
0880,牢,一级字表
0881,究,一级字表
0882,穷,一级字表
0883,灾,一级字表
0884,良,一级字表
0885,证,一级字表
0886,启,一级字表
0887,评,一级字表
0888,补,一级字表
1079,果,一级字表
1080,昆,一级字表
1081,国,一级字表
1082,哎,一级字表
1083,咕,一级字表
1084,昌,一级字表
1085,呵,一级字表
1086,畅,一级字表
1087,明,一级字表
1088,易,一级字表
1089,咙,一级字表
1090,昂,一级字表
1091,迪,一级字表
1092,典,一级字表
1093,固,一级字表
1094,忠,一级字表
1095,呻,一级字表
1096,咒,一级字表
1097,咋,一级字表
1098,咐,一级字表
1099,呼,一级字表
1100,鸣,一级字表
1101,咏,一级字表
1102,呢,一级字表
1103,咄,一级字表
1104,咖,一级字表
1105,岸,一级字表
1106,岩,一级字表
1107,帖,一级字表
1108,罗,一级字表
1109,帜,一级字表
1110,帕,一级字表
1111,岭,一级字表
1112,凯,一级字表
1113,败,一级字表
1114,账,一级字表
1115,贩,一级字表
1116,贬,一级字表
1307,屉,一级字表
1308,居,一级字表
1309,届,一级字表
1310,刷,一级字表
1311,屈,一级字表
1312,弧,一级字表
1313,弥,一级字表
1314,弦,一级字表
1315,承,一级字表
1316,孟,一级字表
1317,陋,一级字表
1318,陌,一级字表
1319,孤,一级字表
1320,陕,一级字表
1321,降,一级字表
1322,函,一级字表
1323,限,一级字表
1324,妹,一级字表
1325,姑,一级字表
1326,姐,一级字表
1327,姓,一级字表
1328,妮,一级字表
1329,始,一级字表
1330,姆,一级字表
1331,迢,一级字表
1332,驾,一级字表
1333,叁,一级字表
1334,参,一级字表
1335,艰,一级字表
1336,线,一级字表
1337,练,一级字表
1338,组,一级字表
1339,绅,一级字表
1340,细,一级字表
1341,驶,一级字表
1342,织,一级字表
1343,驹,一级字表
1344,终,一级字表
1535,钮,一级字表
1536,卸,一级字表
1537,缸,一级字表
1538,拜,一级字表
1539,看,一级字表
1540,矩,一级字表
1541,毡,一级字表
1542,氢,一级字表
1543,怎,一级字表
1544,牲,一级字表
1545,选,一级字表
1546,适,一级字表
1547,秒,一级字表
1548,香,一级字表
1549,种,一级字表
1550,秋,一级字表
1551,科,一级字表
1552,重,一级字表
1553,复,一级字表
1554,竿,一级字表
1555,段,一级字表
1556,便,一级字表
1557,俩,一级字表
1558,贷,一级字表
1559,顺,一级字表
1560,修,一级字表
1561,俏,一级字表
1562,保,一级字表
1563,促,一级字表
1564,俄,一级字表
1565,俐,一级字表
1566,侮,一级字表
1567,俭,一级字表
1568,俗,一级字表
1569,俘,一级字表
1570,信,一级字表
1571,皇,一级字表
1572,泉,一级字表
1763,绞,一级字表
1764,骇,一级字表
1765,统,一级字表
1766,耕,一级字表
1767,耘,一级字表
1768,耗,一级字表
1769,耙,一级字表
1770,艳,一级字表
1771,泰,一级字表
1772,秦,一级字表
1773,珠,一级字表
1774,班,一级字表
1775,素,一级字表
1776,匿,一级字表
1777,蚕,一级字表
1778,顽,一级字表
1779,盏,一级字表
1780,匪,一级字表
1781,捞,一级字表
1782,栽,一级字表
1783,捕,一级字表
1784,埂,一级字表
1785,捂,一级字表
1786,振,一级字表
1787,载,一级字表
1788,赶,一级字表
1789,起,一级字表
1790,盐,一级字表
1791,捎,一级字表
1792,捍,一级字表
1793,捏,一级字表
1794,埋,一级字表
1795,捉,一级字表
1796,捆,一级字表
1797,捐,一级字表
1798,损,一级字表
1799,袁,一级字表
1800,捌,一级字表
1991,颂,一级字表
1992,翁,一级字表
1993,胰,一级字表
1994,脆,一级字表
1995,脂,一级字表
1996,胸,一级字表
1997,胳,一级字表
1998,脏,一级字表
1999,脐,一级字表
2000,胶,一级字表
2001,脑,一级字表
2002,脓,一级字表
2003,逛,一级字表
2004,狸,一级字表
2005,狼,一级字表
2006,卿,一级字表
2007,逢,一级字表
2008,鸵,一级字表
2009,留,一级字表
2010,鸳,一级字表
2011,皱,一级字表
2012,饿,一级字表
2013,馁,一级字表
2014,凌,一级字表
2015,凄,一级字表
2016,恋,一级字表
2017,桨,一级字表
2018,浆,一级字表
2019,衰,一级字表
2020,衷,一级字表
2021,高,一级字表
2022,郭,一级字表
2023,席,一级字表
2024,准,一级字表
2025,座,一级字表
2026,症,一级字表
2027,病,一级字表
2028,疾,一级字表
2219,械,一级字表
2220,彬,一级字表
2221,梦,一级字表
2222,婪,一级字表
2223,梗,一级字表
2224,梧,一级字表
2225,梢,一级字表
2226,梅,一级字表
2227,检,一级字表
2228,梳,一级字表
2229,梯,一级字表
2230,桶,一级字表
2231,梭,一级字表
2232,救,一级字表
2233,曹,一级字表
2234,副,一级字表
2235,票,一级字表
2236,酝,一级字表
2237,酗,一级字表
2238,厢,一级字表
2239,戚,一级字表
2240,硅,一级字表
2241,硕,一级字表
2242,奢,一级字表
2243,盔,一级字表
2244,爽,一级字表
2245,聋,一级字表
2246,袭,一级字表
2247,盛,一级字表
2248,匾,一级字表
2249,雪,一级字表
2250,辅,一级字表
2251,辆,一级字表
2252,颅,一级字表
2253,虚,一级字表
2254,彪,一级字表
2255,雀,一级字表
2256,堂,一级字表
2447,悴,一级字表
2448,惋,一级字表
2449,惨,一级字表
2450,惯,一级字表
